LAPSYD	PHOIBLE_REF	PHOIBLE_KEY
Blevins, Juliette. 2003a. Yurok syllable weight. International Journal of American Linguistics 69: 4-24.		
Blevins, Juliette. 2003b. One case of contrast evolution in the Yurok vowel system. International Journal of American Linguistics 69: 135-150		
Blevins, Juliette. 2003c. The phonology of Yurok glottalized sonorants: Segmental fission under syllabification. International Journal of American Linguistics 69: 371-369.		
Bloch, B. 1950. Studies in colloquial Japanese, IV: Phonemics. Language 26: 86-125. (has some frequency data)	Bloch, Bernard. 1950. {Studies in Colloquial Japanese. Part 4: Phonemics}. 26. 86--125	Bloch1950
Bloomfield, L. 1917. Tagalog Texts with Grammatical Analysis (University of Illinois Studies in Language and Literature 3/2-3). University of Illinois, Urbana.	Bloomfield, Leonard. 1917. Tagalog texts with grammatical analysis. Urbana, Illinois. University of Illinois. 3	11180
Bluhme, H. 1970. The phoneme system and its distribution in Roro. In S.A. Wurm and D.C. Laycock (eds.), Pacific Linguistic Studies in Honor of Arthur Capell (Pacific Linguistics, Series C, 13): 867-77.	Bluhme, H.. 1970. {The Phoneme System and Its Distribution in Roro}. Pacific Linguistic Studies in Honor of Arthur Capell. Canberra. Australian National University. 13. 867--877	Bluhme1970
Boas, F. 1947. Kwakiutl grammar. Transactions of the American Philosophical Society 37: 201-377.	Boas, Franz. 1947. {Kwakiutl Grammar, With a Glossary of the Suffixes}. 37. 203--377	Boas1947
Boas, Franz. 1917. Grammatical notes on the language of the Tlingit Indians. Anthropological Publications of the University Museum, University of Pennsylvania 8/1.		
Bodding, Paul Olaf. 1922. Materials for a Santali Grammar Part 1, mostly phonetic. Santal Mission of the Northern Churches, Dumka.		
Bodding, Paul Olaf. 1925. Santal Folk Tales. H. Aschehoug & Co, Oslo.(reprinted 1997, Gyan Publishing House, New Delhi.		
Bodding, Paul Olaf. 1929. Materials for a Santali Grammar Part 2, mostly morphological. Santal Mission of the Northern Churches, Dumka.		
Bodman, Nicholas Cleveland. 1989, Some remarks on Lepcha vowels. In: David Bradley et al., (eds) Prosodic Analysis and Asian Linguistics. To honour R. K. Sprigg, Canberra: Pacific Linguistics, Series C, 104: 137-141.		
Boeder, Winfried. 2005. The South Caucasian languages. Lingua 115: 5-89.		
Boerger, Brenda H. & Gabrielle Zimmerman. 2012. Recognizing Nalögo and Natügu as separate languages: Code-splitting in ISO 693-3. Language and Linguistics in Melanesia 30: 95-131. http://www.langlxmelanesia.com/LLM%20Vol.%2030%20No.%201_Boerger.pdf		
Boerger, Brenda H. 2007. Natqgu titeracy: Capturing three domains for writeen language use. Language Documentation and Conservation 1: 126–153. http://scholarspace.manoa.hawaii.edu/bitstream/handle/10125/1601/boerger.pdf;jsessionid=5DCFF01457709910B123E77CD4D50535?sequence=5		
Boerger, Brenda H., Åshild Næss, Anders Vaa Rachel Emerine & Angela Hoover. 2012. Sociological factors in Reefs-Santa Cruz language vitality: A 40 year retrospective. International Journal of the Sociology of Language 214:111-152.		
Bohtlingk, O. 1964. Ueber die Sprache der Jakuten (reprint of Dr. A. Th. v. Middendorff's Reise in der aussersten Norden und Osten Sibiriens, Band III, St. Petersburg, 1851; Indiana University Publications, Uralic and Altaic Series 35). Indiana University, Bloomington.		
Bokarev, E. A. 1967. Gunzibskij jazyk. In V.V. Vinogradov (ed.), Jazyki Narodov SSSR, Vol. 4, Iberijsko-Kavkazskie Jazyki. Nauka, Moscow and Leningrad: 472--487.		
Bolozky, Shmuel. 1978. Some aspects of modern Hebrew phonology. Chapter 2 of Modern Hebrew Structure by Ruth Aronson Berman, University Publishing Projects, Tel Aviv, pp 11-67.		
Bolozky, Shmuel. 1997. Israeli Hebrew phonology. In Phonologies of Asia and Africa, Volume 1. Alan S. Kaye, ed., Eisenbrauns, Winona Lake IN: pp. 287-311.	Bolozky, Shmuel. 1997. Israeli Hebrew Phonology. Phonologies of Asia and Africa. Winona Lake, Indiana. Eisenbrauns. 1. 287--312	Bolozky1997hebrew
Bolozky, Shmuel. 1999. On the special status of the vowels a and e in Israeli Hebrew. Hebrew Studies 40: 233-250. (Has vowel frequency count from text)		
Bolozky, Shmuel. 2006. Initial consonant clusters in Israeli Hebrew. Hebrew Studies 47: 227-235.		
Borg, Albert & Marie Azzopardi-Alexander. 1997. Maltese. Routledge, Abingdon.		
Borg, Alexander. 1997. Maltese Phonology. In Phonologies of Asia and Africa, Volume 1. Alan S. Kaye, ed., Eisenbrauns, Winona Lake IN: 245-285.		
Borg, Mark, Keith Bugeja, Colin Vella, Gordon Mangion, & Carmel Gafà. 2011. Preparation of a Free-Running Text Corpus for Maltese Concatenative Speech Synthesis. Research & Development Dept., Crimsonwing p.l.c., Marsa, Malta. (has frequency data)		
Borgman, Donald M. 1990. Sanuma. In Desmond C. Derbyshire and Geoffrey K. Pullum, ed., Handbook of Amazonian Languages 2, pp. 15-248. Berlin: Mouton de Gruyter.		
Borman, M. B. 1962. Cofan phonemes. In Benjamin F. Elson, ed., Studies in Ecuadorian Indian Languages 1. Summer Institute of Linguistics, University of Oklahoma, Norman: 45-59.		
Borman, M. B. 1975. Fonemas Cofanes. In Catherine M. Peeke, ed, Estudios fonológicos de lenguas vernáculas del Ecuador. Ministerio de Educación Pública and Instituto Lingüístico de Verano, Quito: 21-36. (Spanish translation of Borman 1962).		
Bothorel, André. 1969-1970. Contribution à l'étude descriptive des latérales de l'albanais. Travaux de l'Institut de Phonétique de Strasbourg 2: 133-144.		
Bouny, P. 1977. Inventaire phonetique d'un parler Kotoko:le Mandagué de Mara. Etudes Phonologiques Chadiennes, ed. J.-P. Caprile. SELAF, Paris: 59-77.	Bouny, P.. 1977. {Inventaire phonetique d'un parler Kotoko: le Mandagu{\'{e}} de Mara}. Etudes Phonologiques Tschadiennes. Paris. Soci{\'{e}}t{\'{e}} d'{\'{E}}tudes linguistiques et anthropologiques de France. 59--77	Bouny1977
Bouquiaux, L. 1970. La Langue Birom (Nigeria septentrional) Phonologie, Morphologie, Syntaxe. Bibliotheque de la Faculte de Philosophie et Lettres de l'Universite de Liege, Liege.	Bouquiaux, Luc. 1970. {La Langue Birom (Nigeria Septentrional) Phonologie, Morphologie, Syntaxe}. Paris. Biblioth{\`{e}}que de la facult{\'{e}} de philosophie et lettres de l'universit{\'{e}} de Li{\'{e}}ge	Bouquiaux1970
Bouquiaux, Luc, et al. 1978. Dictionnaire sango-français = Bàkàrī sāngō̳-fàránzì. SELAF, Paris. (not seen)		
Bouquiaux, Luc. 2001. Dictionnaire birom (langue Plateau de la famille Niger-Congo). Nigeria septentrional, volume 1 Dictionnaire, volume 2 Lexiques, volume 3 Thématique. SELAF, Paris and Peeters, Leeuven.		
Bowden, John and John Hajek. 1999. Taba. In Handbook of the International Phonetic Association. Cambridge University Press, Cambridge: 143-146.		
Bowden, John. 1997. Taba (Makian Dalam): Description of an Austronesian Language of Eastern Indonesia. University of Melbourne Ph.D. Thesis. Revised version published in 2001 as Taba : description of a South Halmahera language (Pacific Linguistics 521). Research School of Pacific and Asian Studies, The Australian National University, Canberra.	Bowden, John. 1997. {Taba (Makian Dalam): Description of an Austronesian Language From Eastern Indonesia}. University of Melbourne	mky_bowden1997
Bowern, Claire. 2012. A Grammar of Bardi. Walter De Gruyter, Berlin. (has segment frequency from lexicon)	Bowern, Claire. 2012. A grammar of Bardi. Berlin, Boston. Berlin: Mouton. 57. 866	302317
Bowman, Elizabeth. 1959. An Attempt at an analysis of Modern Yucatec from a small corpus of recorded speech. Anthropological Linguistics --- 1/4: 43-86.		
"Boyeldieu, Pascal. 1987. Les Langues Fer (""Kara"") et Yulu du Nord Centrafricain: Esquisses Descriptives et Lexiques. Paul Geuthner, Paris."	Boyeldieu, Pascal. 1987. {Les langues fer ('kara') et yulu du nord centrafricain: Esquisses Descriptives et Lexiques}. Paris. Paul Geuthner	Boyeldieu1987
Brainard, Sherri. 1994. The Phonology of Karao, The Philippines (Pacific Linguistics, Series B, 110). Australian National University, Canberra.		
Braine, Jean Critchfield. 1970. Nicobarese Grammar (Car Dialect). Ph. D. dissertation, University of California, Berkeley. Available at http://escholarship.org/uc/item/70m8g9h8		
Brandão, Ana Paula Barros. 2014. A Reference Grammar of Paresi-Haliti (Arawak). Ph. D. dissertation, University of Texas, Austin.		
Branks, T. and Branks, J. 1973. Fonologia del Guambiano. Sistemas Fonologicos de Idiomas Colombianos, II. (SIL, Loma Linda, Colombia).	Branks, T.; Branks, J.. 1973. {Fonologia del Guambiano}. Loma Linda, Colombia. Summer Institute of Linguistcs. 2	BranksBranks1973
Braun, Ilse & Marjorie Crofts. 1965. Mundurukú Phonology. Anthropological Linguistics 7(7): 23-39.		
Bray, Sir Denys de S. 1909. The Brahui Language, Part 1, Introduction and Grammar. Superintendent of Government Printing, India, Calcutta,		
Breen, Gavan. 2003. Waanyi and Garrwa comparative data. In Nicholas Evans (ed.) The Non-Pama-Nyungan Languages of Northern Australia. Pacific Linguistics, Research School of Pacific and Asian Studies, Australian National University, Canberra: 425-462.		
Breen, J. G. 1981. Margany and Gunya. In R.M.W. Dixon & Barry J. Blake, eds, Handbook of Australian Languages, Volume 2. John Benjamins, Amsterdam: 274-393. (Has some frequency data: phoneme frequencies in Gunya based on 294 lexical items from 'last speaker')		
Brichoux, Robert. 1972. Acoustic correlates of stress in Tagalog: Spectrographic studies of relative amplitude, relative frequency, and length. M.A. thesis. California State College, Fullerton. Available at http://www.sil.org/system/files/reapdata/15/15/21/151521054478943184990434448667220445474/AcousticCorrelatesStressTagalog_Brichoux_1972.pdf		
Briggs, Janet R. 1973. Ayoré narrative analysis. International Journal of American Linguistics 39: 155-163.		
Briggs, Lucy Therina. 1976. Dialectal variation in the Aymara language of Bolivia and Peru involving 10 dialects. Ph.D. dissertation, University of Florida. Gainesville, Florida. Revised version published 1993 as El Idioma Aymara: Variantes Regionales y Sociales. Ediciones ILCA, La Paz.		
Bright, Jane ). 1961. The phonology of Smith River Athapaskan (Tolowa). International Journal of American Linguistics 30: 101-107.	Bright, Jane O.. 1964. {The Phonology of Smith River Athapaskan (Tolowa)}. 30. 101--107	Bright1964
Bright, W. 1957. The Karok Language. University of California Press, Berkeley and Los Angeles.	Bright, William. 1957. {The Karok Language}. Berkeley. University of California Press. 13	Bright1957
Bright, W. 1965. Luiseno phonemics. International Journal of American Linguistics 31: 342-5.	Bright, William. 1965. {Luise{\~{n}}o Phonemics}. 31. 342--345	Bright1965
Bright, W. 1965. The history of the Cahuilla sound system. International Journal of American Linguistics 31: 241-244.		
Bright, W. 1968. A Luiseno Dictionary. University of California Press, Berkeley and Los Angeles.	Bright, William. 1968. {A Luise{\~{n}}o Dictionary}. Berkeley. University of California Press	Bright1968
Bright, William. 1958, reprinted 1992. An Outline of Colloquial Kannada (Deccan College monograph series 22). Deccan College Postgraduate and Research Institute, Poona.		
Broadbent, S.M. 1964. The Southern Sierra Miwok Language. University of California Press, Berkeley and Los Angeles.	Broadbent, Sylvia M.. 1964. {The Southern Sierra Miwok Language}. Berkeley. University of California Press. 38	Broadbent1964
Broadbent, Sylvia M. & Harvey Pitkin. 1964. A comparison of Miwok and Wintu. In W. Bright (ed.), Studies in California Linguistics (UCPL 34). University of California Press, Berkeley and Los Angeles: 19-45.	Broadbent, S. M.; Pitkin, H.. 1964. {A Comparison of Miwok and Wintu}. Studies in Californian Linguistics. Berkeley and Los Angeles. University of California Press. 19--45	BroadbentPitkin1964
Brockway, Earl. 1963. The Phonemes of North Puebla Nahuatl. Anthropological Linguistics 5/3: 14-18.	Brockway, Earl. 1963. {The Phonemes of North Puebla Nahuatl}. 5. 14--18	Brockway1963
Brockway, Earl. 1979. North Puebla Nahuatl. In Ronald W. Langacker (ed.), Studies in Uto-Aztecan grammar 2: Modern Aztec grammatical sketches, 141-98. Summer Institute of Linguistics Publications in Linguistics, 56. Dallas: Summer Institute of Linguistics and the University of Texas at Arlington.		
Bromley, H. Myron. 1961. The phonology of lower Grand Valley Dani (Verhandelingen van het Koninklijk Instituut voor Taal-, Land- en Volkenkunde 34). Nijhoff, The Hague.	Bromley, H. Myron. 1961. {The Phonology of Lower Grand Valley Dani: A Comparative Structural Study of Skewed Phonemic Patterns}. The Hague. Martinus Nijhoff. 34	Bromley1961
Bromley, Myron. 1973, 1975. Unpublished manuscript reports on suggested Citak orthography. (not seen)		
Brown, A.H. 1973. The Eleman language family. In K. Franklin (ed.), The Linguistic Situation in the Gulf District and Adjacent Areas, Papua New Guinea (Pacific Linguistics, Series C, 26). Australian National University, Canberra: 279-375.		
Brown, R. 1988. Waris Case System and Verb Classification. Language and Linguistics in Melanesia 19: 37-80.	Brown, Robert. 1988. {Waris Case System and Verb Classification}. 19. 37--80	Brown1988
Brown, Robert (checker). 2001. Organised Phonology Data: Waris (Walsa) Language. SIL, Papua New Guinea. http://www.sil.org/pacific/png/pubs/0000361/Waris.pdf		
Brown, Robert and Honoratus Wai, compilers. 1986. Diksenari: Walsana moa Pisinna moa Englisna moa (A short dictionary of the Walsa [Waris] language, Tok Pisin and English). Ukarumpa: Summer Institute of Linguistics. Available at http://www-01.sil.org/pacific/png/pubs/928474531212/Waris_dictionary_A4.pdf		
Brown, William U. 1991. A quantitative phonology of Mai Brat. In Tom Dutton (ed.), Papers in Papuan Linguistics 1, 1-27. Pacific Linguistics A, 73. Canberra: Australian National University. (has frequency data from lexicon of 1911 'unique words' in texts)		
Bruce, Leslie P. 1975. Alamblak alveopalatals: Dead portmanteaus. Pacific Linguistics, Series A 40: 91-102.		
Bruce, Leslie P. 1984. The Alamblak Language of Papua New Guinea (East Sepik) (Pacific Linguistics, Series C, No. 81). Research School of Pacific Studies, Australian National University, Canberra.	Bruce, Les. 1984. {The Alamblak Language of Papua New Guinea (East Sepik)}. Canberra. Australian National University. 81	Bruce1984
Brugman, Johanna C. 2009. Segments, tones and distribution in Khoekhoe prosody. Ph. D. dissertation, Cornell University, Ithaca NY.		
Bukhari, Nadeem Haider. 0000 An introduction to Gojri phonemes and syllable structure. Ms. School of English Language, Languages and Linguistics, Newcastle University.		
Bulatova, Nadezhda and Lenore Grenoble. 1999. Evenki. Lincom Europa. München.		
Bulgakova, Tatiana. 2013. Nanai Shamanic Culture in Indigenous Discourse. Verlag der Kulturstiftung Sibirien, Fürstenberg.		
Buller, Barbara, Ernest Buller & Daniel L. Everett. 1993. Stress placement, syllable structure and minimality in Banawá. International Journal of American Linguistics 59: 280-293.		
Burgess, Eunice and Patricia Ham. 1968. Multilevel conditioning of phoneme variants in Apinaye. Linguistics 41: 5-18.	Burgess, Eunice; Ham, Patricia. 1968. {Multilevel Conditioning of Phoneme Variants in Apinaye}. 41. 5--18	BurgessHam1968
Burgess, Eunice. 1971. Duas análises das silabas do xavánte. In Sarah C. Gudschinsky (ed.), Estudos sôbre línguas e culturas indígenas: 96-102. Brasília: Instituto Lingüístico de Verão.		
Burling, Robbins. 1966. A Problem in the Phonology of Lahu. In Essays Offered to G. H. Luce by His Colleagues and Friends in Honour of His Seventy-Fifth Birthday. Volume 1: Papers on Asian History, Religion, Languages, Literature, Music Folklore, and Anthropology (Artibus Asiae. Supplementum 23): 97-101 Artibus Asiae Publishers, Museum Rietberg Zurich		
Burquest, D.A. 1971. A Preliminary Study of Angas Phonology. Institute of Linguistics, Zaria.	Burquest, Donald Arden. 1971. {A Preliminary Study of Angas Phonology}. Zaria. Institute of Linguistics	Burquest1971
Burquest, Donald. A. 1973. A Grammar of Angas. Ph. D. dissertation. University of California, Los Angeles. Available at http://www.linguistics.ucla.edu/images/stories/Burquest.1973.pdf		
Burrow, T. and S. Bhattacharya. 1953. The Parji Language, A Dravidian Language of Bastar. Stephen A. Austin, Cambridge. (not seen)	Burrow, T.; Bhattacharya, S.. 1953. The Praji Language: A Dravidian Language of Bastar. Hartford. Stephen Austin and Sons, Ltd	1777_Burrow1953
Burtch, Bryan. 1975. Fonología del idioma huitoto muruí. Datos Etno-Lingüísticos, 9. Lima: Instituto Lingüístico de Verano: 1-9. Republished 2008 online http://www.ethnologue.com/show_work.asp?id=10362		
Burtch, Shirley. 1983. Diccionario Huitoto Murui. Ministerio de Educacion, Instituto de Lingüístico de Verano, Yarinacocha , Perú.		
Burung, Willem. 2007. The phonology of Wano. SIL Electronic Working Papers. 2007-003. Pp 101. http://www.sil.org/silewp/abstract?rf=2007-003		
Butler, Lynnika. 2013. Prosodically Driven Metathesis in Mutsun. Ph. D. dissertation, University of Arizona. Available at https://repository.arizona.edu/bitstream/handle/10150/311476/azu_etd_13062_sip1_m.pdf?sequence=1&isAllowed=y (has consonant frequency from corpus of 43,704 words containing 152,720 consonant tokens; word-initial glottal stop is excluded).		
